date,day_of_week,WeekStatus,NSM,Load_Type,Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor
2018-01-01 05:15:00,Monday,Weekday,18900,Light_Load,10.347785380055676,4.087,0.098,0.005286,80.88,98.27
2018-01-01 05:30:00,Monday,Weekday,19800,Light_Load,3.6557503755680303,0.788,0.035,0.001971,76.99,95.11
2018-01-01 05:45:00,Monday,Weekday,20700,Light_Load,13.052112882293986,3.824,0.643,0.006542,88.26,97.85
2018-01-01 06:00:00,Monday,Weekday,21600,Maximum_Load,53.70905642574703,20.403,2.49,0.026812,77.91,93.25
2018-01-01 06:15:00,Monday,Weekday,22500,Medium_Load,31.687131173571437,8.36,0.401,0.015731,66.29,98.88
2018-01-01 06:30:00,Monday,Weekday,23400,Maximum_Load,60.18419139592549,21.694,0.18,0.030141,71.05,97.97
2018-01-01 06:45:00,Monday,Weekday,24300,Maximum_Load,54.680708471255834,17.079,0.888,0.027334,87.76,94.53
2018-01-01 07:00:00,Monday,Weekday,25200,Maximum_Load,52.84178388066877,20.91,2.233,0.026453,82.31,96.34
2018-01-01 07:15:00,Monday,Weekday,26100,Maximum_Load,55.58432641567274,15.241,0.621,0.027737,98.01,94.55
2018-01-01 07:30:00,Monday,Weekday,27000,Medium_Load,24.45952310006031,6.933,1.204,0.012148,66.41,96.12
2018-01-01 07:45:00,Monday,Weekday,27900,Maximum_Load,53.795299109243224,12.521,0.548,0.026967,98.95,96.0
2018-01-01 08:00:00,Monday,Weekday,28800,Maximum_Load,50.02566023626511,11.602,1.396,0.025026,66.54,98.1
2018-01-01 08:15:00,Monday,Weekday,29700,Medium_Load,23.45633924903624,8.73,1.164,0.011788,67.32,96.29
2018-01-01 08:30:00,Monday,Weekday,30600,Medium_Load,21.66856263473128,6.099,0.141,0.011033,79.13,93.16
2018-01-01 08:45:00,Monday,Weekday,31500,Medium_Load,26.65494311927571,8.639,0.263,0.013398,74.81,97.61
2018-01-01 09:00:00,Monday,Weekday,32400,Maximum_Load,57.973213949792274,20.317,1.712,0.029235,80.0,97.78
2018-01-01 09:15:00,Monday,Weekday,33300,Maximum_Load,57.22205201177079,16.46,2.258,0.028672,66.21,95.57
2018-01-01 09:30:00,Monday,Weekday,34200,Medium_Load,26.02712526888252,10.17,0.914,0.013132,89.06,90.09
2018-01-01 09:45:00,Monday,Weekday,35100,Maximum_Load,52.441278798577294,20.328,1.545,0.026254,78.48,92.68
2018-01-01 10:00:00,Monday,Weekday,36000,Maximum_Load,55.61620231780573,18.688,1.197,0.027683,89.17,90.3
2018-01-01 10:15:00,Monday,Weekday,36900,Maximum_Load,57.37829543093313,22.896,2.256,0.028779,79.07,91.8
2018-01-01 10:30:00,Monday,Weekday,37800,Maximum_Load,53.24129327680081,10.676,0.374,0.026609,80.93,92.68
2018-01-01 10:45:00,Monday,Weekday,38700,Medium_Load,25.35695926418502,5.118,0.311,0.012623,94.15,91.75
2018-01-01 11:00:00,Monday,Weekday,39600,Maximum_Load,54.56361523219023,11.65,2.153,0.027163,86.55,92.79
2018-01-01 11:15:00,Monday,Weekday,40500,Medium_Load,29.987100008831455,11.656,0.422,0.01506,68.92,98.82
2018-01-01 11:30:00,Monday,Weekday,41400,Maximum_Load,57.554644405793574,18.473,0.398,0.028831,90.97,96.53
2018-01-01 11:45:00,Monday,Weekday,42300,Maximum_Load,56.827478835245174,21.91,2.395,0.028409,93.07,98.51
2018-01-01 12:00:00,Monday,Weekday,43200,Maximum_Load,49.849918798103694,11.237,1.916,0.025005,96.45,96.31
2018-01-01 12:15:00,Monday,Weekday,44100,Maximum_Load,55.51851198030275,11.459,1.773,0.027884,96.77,98.6
2018-01-01 12:30:00,Monday,Weekday,45000,Medium_Load,24.53495971322629,7.573,0.805,0.012345,87.29,95.03
2018-01-01 12:45:00,Monday,Weekday,45900,Medium_Load,24.50902866829038,5.761,0.813,0.012365,67.42,93.9
2018-01-01 13:00:00,Monday,Weekday,46800,Medium_Load,20.30975958177508,7.555,0.742,0.010132,82.76,95.28
2018-01-01 13:15:00,Monday,Weekday,47700,Medium_Load,21.736694133107292,6.175,0.342,0.010905,85.74,92.93
2018-01-01 13:30:00,Monday,Weekday,48600,Maximum_Load,54.795947536282654,19.403,2.371,0.027513,97.58,96.29
2018-01-01 13:45:00,Monday,Weekday,49500,Medium_Load,28.343067334571383,8.596,0.368,0.014187,88.8,94.66
2018-01-01 14:00:00,Monday,Weekday,50400,Medium_Load,23.228426290481732,7.102,0.481,0.011559,77.95,98.65
2018-01-01 14:15:00,Monday,Weekday,51300,Medium_Load,23.8001838186872,8.006,0.607,0.011841,70.53,90.58
2018-01-01 14:30:00,Monday,Weekday,52200,Medium_Load,30.343275985858625,8.104,1.223,0.01509,76.02,96.96
2018-01-01 14:45:00,Monday,Weekday,53100,Medium_Load,24.10953283249649,9.397,0.522,0.012056,85.29,92.05
2018-01-01 15:00:00,Monday,Weekday,54000,Medium_Load,24.61363142843926,6.894,0.625,0.012488,78.0,97.65
2018-01-01 15:15:00,Monday,Weekday,54900,Medium_Load,24.654265653844778,6.894,1.051,0.012293,81.86,99.0
2018-01-01 15:30:00,Monday,Weekday,55800,Light_Load,3.963484560786469,1.353,0.198,0.001938,90.1,94.53
2018-01-01 15:45:00,Monday,Weekday,56700,Medium_Load,26.715394370245345,8.743,1.06,0.013515,90.88,93.51
2018-01-01 16:00:00,Monday,Weekday,57600,Medium_Load,23.041371644246983,9.197,0.348,0.01133,94.1,95.36
2018-01-01 16:15:00,Monday,Weekday,58500,Maximum_Load,54.909788148880786,20.319,0.302,0.027233,86.65,98.3
2018-01-01 16:30:00,Monday,Weekday,59400,Medium_Load,26.333118893253392,6.765,0.915,0.013195,74.27,94.36
2018-01-01 16:45:00,Monday,Weekday,60300,Light_Load,13.827672767106177,3.046,0.475,0.006946,70.8,96.73
2018-01-01 17:00:00,Monday,Weekday,61200,Medium_Load,21.04668986636127,4.658,0.515,0.010621,93.3,99.8
2018-01-01 17:15:00,Monday,Weekday,62100,Light_Load,10.594946555198671,2.885,0.384,0.005429,86.73,93.18
2018-01-01 17:30:00,Monday,Weekday,63000,Maximum_Load,57.6061697685219,17.019,0.182,0.028824,78.31,90.47
2018-01-01 17:45:00,Monday,Weekday,63900,Medium_Load,23.08535568166218,7.559,1.148,0.011364,72.7,95.94
2018-01-01 18:00:00,Monday,Weekday,64800,Medium_Load,26.798511544155943,9.957,0.649,0.013487,71.98,90.73
2018-01-01 18:15:00,Monday,Weekday,65700,Light_Load,12.930308453875675,5.145,0.367,0.006282,83.34,98.55
2018-01-01 18:30:00,Monday,Weekday,66600,Maximum_Load,52.70508637236267,14.849,1.403,0.026363,76.53,93.47
2018-01-01 18:45:00,Monday,Weekday,67500,Maximum_Load,55.724409391405466,17.225,1.517,0.027946,78.68,97.8
2018-01-01 19:00:00,Monday,Weekday,68400,Maximum_Load,56.214404091819354,17.997,2.199,0.028107,98.1,96.34
2018-01-01 19:15:00,Monday,Weekday,69300,Medium_Load,26.60253656486065,8.292,0.095,0.013315,92.41,95.75
2018-01-01 19:30:00,Monday,Weekday,70200,Medium_Load,27.30787528214804,5.955,1.257,0.013682,98.14,99.4
2018-01-01 19:45:00,Monday,Weekday,71100,Medium_Load,25.498914484756522,5.686,0.438,0.012628,86.4,91.5
2018-01-01 20:00:00,Monday,Weekday,72000,Light_Load,9.540308559044007,3.604,0.298,0.004758,67.52,96.87
2018-01-01 20:15:00,Monday,Weekday,72900,Maximum_Load,52.26557904962883,17.515,0.151,0.02631,71.32,96.59
2018-01-01 20:30:00,Monday,Weekday,73800,Medium_Load,25.492010480918672,8.559,0.623,0.012758,90.26,97.56
2018-01-01 20:45:00,Monday,Weekday,74700,Medium_Load,23.57097620295846,8.555,0.96,0.011742,95.04,92.05
2018-01-01 21:00:00,Monday,Weekday,75600,Medium_Load,21.310513284537738,4.621,0.334,0.010795,69.54,92.71
2018-01-01 21:15:00,Monday,Weekday,76500,Medium_Load,23.4725663516893,6.645,0.422,0.01191,90.66,90.18
2018-01-01 21:30:00,Monday,Weekday,77400,Maximum_Load,55.80836917659418,13.915,1.798,0.027766,66.04,96.95
2018-01-01 21:45:00,Monday,Weekday,78300,Maximum_Load,56.30739182911058,18.703,0.195,0.028063,76.97,99.42
2018-01-01 22:00:00,Monday,Weekday,79200,Medium_Load,21.19462263723169,5.15,0.406,0.010504,71.57,94.45
2018-01-01 22:15:00,Monday,Weekday,80100,Light_Load,5.186969849825387,1.755,0.203,0.002696,67.23,94.59
2018-01-01 22:30:00,Monday,Weekday,81000,Light_Load,10.173968839079663,2.824,0.34,0.005081,89.58,90.14
2018-01-01 22:45:00,Monday,Weekday,81900,Medium_Load,26.52444427784759,7.636,0.723,0.013305,79.99,96.82
2018-01-01 23:00:00,Monday,Weekday,82800,Medium_Load,27.661307986139057,10.058,0.81,0.013837,79.2,93.35
2018-01-01 23:15:00,Monday,Weekday,83700,Light_Load,12.103491281529681,3.264,0.154,0.00618,97.9,91.94
2018-01-01 23:30:00,Monday,Weekday,84600,Medium_Load,26.613661328771798,6.689,1.26,0.013244,76.79,95.46
2018-01-01 23:45:00,Monday,Weekday,85500,Light_Load,6.755577118487384,2.5,0.337,0.003297,75.51,96.8
2018-01-02 00:00:00,Tuesday,Weekday,0,Light_Load,8.34454837424575,2.813,0.068,0.004146,78.21,98.45
2018-01-02 00:15:00,Tuesday,Weekday,900,Light_Load,12.979691302782147,3.644,0.049,0.006447,70.69,93.33
2018-01-02 00:30:00,Tuesday,Weekday,1800,Light_Load,16.29334699335616,4.883,0.141,0.008131,75.27,92.62
2018-01-02 00:45:00,Tuesday,Weekday,2700,Light_Load,9.389289097227078,2.531,0.148,0.004617,89.95,96.98
2018-01-02 01:00:00,Tuesday,Weekday,3600,Light_Load,9.60666241643392,2.98,0.342,0.005068,92.26,98.39
2018-01-02 01:15:00,Tuesday,Weekday,4500,Light_Load,10.17712510099225,2.318,0.273,0.004981,80.27,90.67
2018-01-02 01:30:00,Tuesday,Weekday,5400,Light_Load,8.07137853745809,3.048,0.023,0.00386,84.8,96.27
2018-01-02 01:45:00,Tuesday,Weekday,6300,Light_Load,11.491561707027872,3.572,0.289,0.005806,95.75,99.67
2018-01-02 02:00:00,Tuesday,Weekday,7200,Medium_Load,28.024135878198553,7.764,0.835,0.013974,71.86,97.85
2018-01-02 02:15:00,Tuesday,Weekday,8100,Light_Load,9.06312934144645,2.849,0.061,0.00461,84.5,90.63
2018-01-02 02:30:00,Tuesday,Weekday,9000,Light_Load,7.045940281983153,1.636,0.03,0.003349,69.48,90.26
2018-01-02 02:45:00,Tuesday,Weekday,9900,Medium_Load,20.43791083786859,4.408,0.429,0.010295,76.31,94.75
2018-01-02 03:00:00,Tuesday,Weekday,10800,Light_Load,10.19724064284275,3.157,0.395,0.005115,66.58,95.58
2018-01-02 03:15:00,Tuesday,Weekday,11700,Light_Load,8.638574945678313,1.85,0.071,0.004368,70.01,90.28
2018-01-02 03:30:00,Tuesday,Weekday,12600,Light_Load,5.786696808037696,1.922,0.037,0.00279,71.85,98.03
2018-01-02 03:45:00,Tuesday,Weekday,13500,Light_Load,4.610239205016119,1.66,0.194,0.002247,69.2,96.6
2018-01-02 04:00:00,Tuesday,Weekday,14400,Medium_Load,26.984298548149756,10.731,0.346,0.013635,72.32,93.71
2018-01-02 04:15:00,Tuesday,Weekday,15300,Medium_Load,20.196291035149105,7.146,0.12,0.010088,76.63,99.41
2018-01-02 04:30:00,Tuesday,Weekday,16200,Light_Load,8.898923562331415,3.514,0.403,0.004401,76.02,98.64
2018-01-02 04:45:00,Tuesday,Weekday,17100,Medium_Load,27.53065122750668,5.628,0.528,0.01387,73.01,92.84
2018-01-02 05:00:00,Tuesday,Weekday,18000,Medium_Load,26.64967865924987,8.309,0.556,0.013207,76.29,96.54
2018-01-02 05:15:00,Tuesday,Weekday,18900,Light_Load,6.827780676924679,1.591,0.331,0.003423,65.17,97.44
2018-01-02 05:30:00,Tuesday,Weekday,19800,Medium_Load,21.251876546575257,5.292,0.749,0.010526,86.09,99.49
2018-01-02 05:45:00,Tuesday,Weekday,20700,Light_Load,9.76105771938557,3.386,0.445,0.005132,79.08,98.08
2018-01-02 06:00:00,Tuesday,Weekday,21600,Medium_Load,28.60156927586026,7.167,0.435,0.014293,82.72,96.73
2018-01-02 06:15:00,Tuesday,Weekday,22500,Medium_Load,23.281799935770877,5.494,0.706,0.01173,81.2,99.19
2018-01-02 06:30:00,Tuesday,Weekday,23400,Maximum_Load,56.52072460087858,15.508,1.315,0.028123,84.83,95.26
2018-01-02 06:45:00,Tuesday,Weekday,24300,Maximum_Load,59.74454535619543,12.944,2.984,0.030013,92.54,94.04
2018-01-02 07:00:00,Tuesday,Weekday,25200,Maximum_Load,56.01654128932483,12.845,1.359,0.027942,90.93,92.27
2018-01-02 07:15:00,Tuesday,Weekday,26100,Maximum_Load,53.809359565366634,12.338,1.849,0.026866,84.33,92.02
2018-01-02 07:30:00,Tuesday,Weekday,27000,Medium_Load,28.122560620189475,6.896,0.283,0.014397,75.68,97.18
2018-01-02 07:45:00,Tuesday,Weekday,27900,Medium_Load,22.787317077526563,8.526,0.16,0.011436,97.11,95.78
2018-01-02 08:00:00,Tuesday,Weekday,28800,Maximum_Load,51.10542395484093,13.239,0.253,0.025669,66.24,98.45
2018-01-02 08:15:00,Tuesday,Weekday,29700,Maximum_Load,57.436963573437936,14.633,1.644,0.02851,70.9,97.16
2018-01-02 08:30:00,Tuesday,Weekday,30600,Maximum_Load,53.78151320954931,12.111,2.349,0.026793,96.66,93.76
2018-01-02 08:45:00,Tuesday,Weekday,31500,Maximum_Load,54.05043695798895,10.984,2.361,0.027048,83.4,97.25
2018-01-02 09:00:00,Tuesday,Weekday,32400,Maximum_Load,53.11917809334678,12.328,0.184,0.026624,83.06,96.54
2018-01-02 09:15:00,Tuesday,Weekday,33300,Maximum_Load,53.58154781333775,18.464,2.128,0.026748,85.06,98.39
2018-01-02 09:30:00,Tuesday,Weekday,34200,Medium_Load,29.209100282580597,11.507,1.285,0.014389,70.91,97.14
2018-01-02 09:45:00,Tuesday,Weekday,35100,Maximum_Load,59.987496297351,20.921,2.421,0.02997,67.65,90.34
2018-01-02 10:00:00,Tuesday,Weekday,36000,Maximum_Load,60.384935908433825,22.381,0.073,0.030194,71.2,95.9
2018-01-02 10:15:00,Tuesday,Weekday,36900,Medium_Load,28.270361863532536,10.102,0.997,0.014057,76.17,98.51
2018-01-02 10:30:00,Tuesday,Weekday,37800,Maximum_Load,56.39881377931971,14.619,1.047,0.02829,94.79,96.5
2018-01-02 10:45:00,Tuesday,Weekday,38700,Medium_Load,20.70314322420066,7.168,0.753,0.010547,97.63,96.42
2018-01-02 11:00:00,Tuesday,Weekday,39600,Medium_Load,24.43742589129895,8.556,0.561,0.012149,75.02,95.3
2018-01-02 11:15:00,Tuesday,Weekday,40500,Maximum_Load,61.470263465871064,15.473,2.059,0.030826,92.46,92.11
2018-01-02 11:30:00,Tuesday,Weekday,41400,Maximum_Load,53.693135263742036,20.625,0.735,0.026857,71.58,96.03
2018-01-02 11:45:00,Tuesday,Weekday,42300,Maximum_Load,59.542433424316826,23.793,0.435,0.029711,92.45,98.73
2018-01-02 12:00:00,Tuesday,Weekday,43200,Maximum_Load,55.165107457091636,17.226,2.542,0.027517,85.25,97.01
2018-01-02 12:15:00,Tuesday,Weekday,44100,Maximum_Load,46.965572842440565,12.367,1.688,0.023427,94.6,93.64
2018-01-02 12:30:00,Tuesday,Weekday,45000,Medium_Load,26.921456691006888,7.31,1.27,0.013509,68.98,98.35
2018-01-02 12:45:00,Tuesday,Weekday,45900,Maximum_Load,58.79876408853494,18.609,2.373,0.029612,81.8,97.58
2018-01-02 13:00:00,Tuesday,Weekday,46800,Maximum_Load,54.853012094078366,11.056,0.628,0.027467,80.31,92.09
2018-01-02 13:15:00,Tuesday,Weekday,47700,Maximum_Load,58.69915301345624,15.36,2.056,0.029402,86.59,99.46
2018-01-02 13:30:00,Tuesday,Weekday,48600,Medium_Load,19.99651745674874,4.195,0.56,0.009811,71.29,98.62
2018-01-02 13:45:00,Tuesday,Weekday,49500,Maximum_Load,50.843307208301894,16.516,0.704,0.025375,96.66,90.97
2018-01-02 14:00:00,Tuesday,Weekday,50400,Medium_Load,25.614592924257064,8.217,1.109,0.01281,84.87,90.95
2018-01-02 14:15:00,Tuesday,Weekday,51300,Medium_Load,26.431344183452595,8.411,1.03,0.013233,98.29,99.51
2018-01-02 14:30:00,Tuesday,Weekday,52200,Light_Load,12.069736605776836,2.778,0.078,0.006108,65.68,91.74
2018-01-02 14:45:00,Tuesday,Weekday,53100,Medium_Load,26.91677340024568,10.468,0.767,0.013345,68.28,99.7
2018-01-02 15:00:00,Tuesday,Weekday,54000,Maximum_Load,51.419112731904875,15.778,1.975,0.025735,96.95,93.68
2018-01-02 15:15:00,Tuesday,Weekday,54900,Maximum_Load,55.639136866223154,17.313,0.448,0.027894,76.36,90.36
2018-01-02 15:30:00,Tuesday,Weekday,55800,Medium_Load,26.802182335864448,8.278,1.329,0.01325,67.87,92.44
2018-01-02 15:45:00,Tuesday,Weekday,56700,Maximum_Load,49.377298003908614,15.054,1.493,0.02467,94.83,96.7
2018-01-02 16:00:00,Tuesday,Weekday,57600,Medium_Load,24.869099590785954,9.641,1.072,0.012338,92.45,98.9
2018-01-02 16:15:00,Tuesday,Weekday,58500,Maximum_Load,53.993252368185324,17.3,1.475,0.02711,79.69,95.3
2018-01-02 16:30:00,Tuesday,Weekday,59400,Maximum_Load,53.035920778762765,15.753,0.819,0.026706,70.02,99.25
2018-01-02 16:45:00,Tuesday,Weekday,60300,Maximum_Load,56.49633115525802,19.96,2.36,0.028176,84.94,99.36
2018-01-02 17:00:00,Tuesday,Weekday,61200,Medium_Load,21.55095542032623,5.394,0.482,0.011056,70.06,93.93
2018-01-02 17:15:00,Tuesday,Weekday,62100,Light_Load,9.250638536010948,2.205,0.269,0.004567,75.96,92.89
2018-01-02 17:30:00,Tuesday,Weekday,63000,Medium_Load,26.678473387626685,7.679,0.768,0.013397,94.84,90.32
2018-01-02 17:45:00,Tuesday,Weekday,63900,Medium_Load,28.25128993078292,5.739,0.083,0.014074,89.15,95.01
2018-01-02 18:00:00,Tuesday,Weekday,64800,Medium_Load,,5.596,0.367,0.010786,90.54,96.13
2018-01-02 18:15:00,Tuesday,Weekday,65700,Maximum_Load,50.48429734493636,14.338,0.842,0.025211,71.32,90.61
2018-01-02 18:30:00,Tuesday,Weekday,66600,Maximum_Load,55.83671082201703,17.63,0.122,0.027932,67.58,95.52
2018-01-02 18:45:00,Tuesday,Weekday,67500,Medium_Load,24.141186298396896,7.451,0.126,0.012042,72.91,98.75
2018-01-02 19:00:00,Tuesday,Weekday,68400,Maximum_Load,63.70795078748117,17.423,1.819,0.03181,88.63,99.41
2018-01-02 19:15:00,Tuesday,Weekday,69300,Medium_Load,26.375495428728797,7.086,0.425,0.013075,94.85,97.62
2018-01-02 19:30:00,Tuesday,Weekday,70200,Maximum_Load,55.17448513511255,11.049,1.384,0.027672,83.63,95.15
2018-01-02 19:45:00,Tuesday,Weekday,71100,Medium_Load,24.481516132970754,9.21,0.592,0.012099,91.86,91.97
2018-01-02 20:00:00,Tuesday,Weekday,72000,Maximum_Load,51.345814463681656,12.644,1.68,0.025682,82.6,94.87
2018-01-02 20:15:00,Tuesday,Weekday,72900,Medium_Load,26.69164465886379,7.249,1.134,0.013295,92.7,92.55
2018-01-02 20:30:00,Tuesday,Weekday,73800,Light_Load,7.762564921187606,1.584,0.088,0.003825,97.62,94.6
2018-01-02 20:45:00,Tuesday,Weekday,74700,Medium_Load,24.765058949711694,9.692,0.448,0.012389,67.8,90.74
2018-01-02 21:00:00,Tuesday,Weekday,75600,Medium_Load,25.283329976495967,7.558,0.704,0.012711,65.52,96.67
2018-01-02 21:15:00,Tuesday,Weekday,76500,Medium_Load,25.663637589751737,5.252,0.951,0.012811,97.9,90.98
2018-01-02 21:30:00,Tuesday,Weekday,77400,Light_Load,2.7822330622474354,0.696,0.053,0.001299,96.91,99.16
2018-01-02 21:45:00,Tuesday,Weekday,78300,Light_Load,10.511069019112796,3.951,0.139,0.005344,69.43,95.88
2018-01-02 22:00:00,Tuesday,Weekday,79200,Light_Load,5.460666875552232,1.502,0.184,0.002728,90.3,98.39
2018-01-02 22:15:00,Tuesday,Weekday,80100,Light_Load,7.585903407594118,2.563,0.252,0.003779,86.0,95.71
2018-01-02 22:30:00,Tuesday,Weekday,81000,Medium_Load,28.857714761995865,9.314,1.092,0.01434,79.94,99.75
2018-01-02 22:45:00,Tuesday,Weekday,81900,Light_Load,13.33834577681034,3.927,0.332,0.006692,79.55,97.49
2018-01-02 23:00:00,Tuesday,Weekday,82800,Light_Load,2.8985166841208247,1.063,0.011,0.001528,78.8,92.92
2018-01-02 23:15:00,Tuesday,Weekday,83700,Light_Load,8.090734483023947,1.683,0.238,0.00412,87.43,93.45
2018-01-02 23:30:00,Tuesday,Weekday,84600,Light_Load,8.818739555498109,3.373,0.139,0.004533,93.01,95.38
2018-01-02 23:45:00,Tuesday,Weekday,85500,Medium_Load,20.47740992142566,7.036,1.022,0.010333,87.89,97.48
2018-01-03 00:00:00,Wednesday,Weekday,0,Medium_Load,27.407774093254496,10.216,0.797,0.013621,79.93,90.85
2018-01-03 00:15:00,Wednesday,Weekday,900,Light_Load,8.348788032242519,1.698,0.185,0.004141,68.71,94.97
2018-01-03 00:30:00,Wednesday,Weekday,1800,Light_Load,8.58247878708499,1.862,0.327,0.004251,72.25,94.38
2018-01-03 00:45:00,Wednesday,Weekday,2700,Light_Load,5.247341244974195,1.266,0.257,0.002544,95.19,98.76
2018-01-03 01:00:00,Wednesday,Weekday,3600,Medium_Load,26.238659930144046,8.363,0.647,0.013195,89.4,96.39
2018-01-03 01:15:00,Wednesday,Weekday,4500,Medium_Load,27.514671869169813,6.012,0.456,0.013734,80.82,96.15
2018-01-03 01:30:00,Wednesday,Weekday,5400,Medium_Load,25.3818936511778,9.805,0.611,0.012587,97.6,97.76
2018-01-03 01:45:00,Wednesday,Weekday,6300,Medium_Load,23.45819229711084,8.204,0.814,0.011528,75.33,90.95
2018-01-03 02:00:00,Wednesday,Weekday,7200,Light_Load,6.6917920458609075,2.419,0.225,0.00351,84.18,90.23
2018-01-03 02:15:00,Wednesday,Weekday,8100,Light_Load,8.661187121377896,2.744,0.323,0.00428,82.09,99.93
2018-01-03 02:30:00,Wednesday,Weekday,9000,Light_Load,8.146392135141888,2.657,0.253,0.004068,78.88,91.8
2018-01-03 02:45:00,Wednesday,Weekday,9900,Medium_Load,27.714466357358184,6.768,1.322,0.013811,76.2,94.46
2018-01-03 03:00:00,Wednesday,Weekday,10800,Light_Load,6.559225137427502,2.506,0.12,0.003218,70.04,95.15
2018-01-03 03:15:00,Wednesday,Weekday,11700,Light_Load,4.344858191777525,1.433,0.0,0.002322,80.69,98.28
2018-01-03 03:30:00,Wednesday,Weekday,12600,Light_Load,9.07815823196151,2.574,0.068,0.004503,65.42,94.33
2018-01-03 03:45:00,Wednesday,Weekday,13500,Light_Load,6.56741044100389,2.472,0.014,0.003262,77.79,96.75
2018-01-03 04:00:00,Wednesday,Weekday,14400,Light_Load,10.3510458471091,3.859,0.079,0.005291,88.26,90.57
2018-01-03 04:15:00,Wednesday,Weekday,15300,Light_Load,8.022615891372801,1.605,0.086,0.004005,98.82,90.63
2018-01-03 04:30:00,Wednesday,Weekday,16200,Light_Load,9.964439613094466,3.836,0.135,0.005002,94.75,94.59
2018-01-03 04:45:00,Wednesday,Weekday,17100,Light_Load,4.957048859807637,1.352,0.006,0.002261,72.48,99.5
2018-01-03 05:00:00,Wednesday,Weekday,18000,Light_Load,8.430158789689463,2.398,0.119,0.00412,70.52,99.43
2018-01-03 05:15:00,Wednesday,Weekday,18900,Light_Load,5.902210377848251,1.281,0.044,0.002783,80.72,95.99
2018-01-03 05:30:00,Wednesday,Weekday,19800,Medium_Load,21.33887904077134,8.013,0.092,0.010712,72.54,92.22
2018-01-03 05:45:00,Wednesday,Weekday,20700,Light_Load,5.416676365786954,1.667,0.157,0.002629,78.99,97.3
2018-01-03 06:00:00,Wednesday,Weekday,21600,Maximum_Load,53.366568724672426,20.34,0.515,0.026537,98.97,91.97
2018-01-03 06:15:00,Wednesday,Weekday,22500,Medium_Load,28.734083581071555,10.234,0.117,0.014293,94.55,96.18
2018-01-03 06:30:00,Wednesday,Weekday,23400,Medium_Load,23.28717880152202,8.84,0.209,0.011729,86.09,93.28
2018-01-03 06:45:00,Wednesday,Weekday,24300,Medium_Load,21.18537924916533,8.255,0.919,0.010612,81.08,91.96
2018-01-03 07:00:00,Wednesday,Weekday,25200,Medium_Load,25.394432267490007,9.578,0.672,0.012681,81.2,91.58
2018-01-03 07:15:00,Wednesday,Weekday,26100,Maximum_Load,55.087541982033024,13.329,1.472,0.027519,97.04,92.07
